cores/total,cores/performance,cores/threads,clocks/performance/base,clocks/performance/boost,cache/l2,cache/l3,specifications/integratedGraphics/model,specifications/memory/maxSupport,specifications/tdp,specifications/eccSupport,specifications/includesCooler,specifications/packaging,specifications/lithography,specifications/simultaneousMultithreading,metadata/name,metadata/manufacturer,metadata/series,series,microarchitecture,coreFamily,socket,specifications/memory/types/0,metadata/part_numbers/1,clocks/efficiency/base,clocks/efficiency/boost,specifications/memory/types/1,cores/efficiency,cache/l1,specifications/integratedGraphics/baseClock,specifications/integratedGraphics/boostClock,specifications/integratedGraphics/shaderCount,specifications/memory/channels,metadata/releaseYear,general_product_information/bestbuy_sku,metadata/part_numbers/2,metadata/variant,metadata/last_manually_spec_verified_at,metadata/vendor,metadata/part_numbers/3,metadata/part_numbers/4
4,4,4,2.5,3.1,1,6,Intel HD Graphics 530,64,35,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 6500T 2.5 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,8,4,4.3,8,8,None,0,125,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX 8370 4 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.7,2,4,AMD Radeon Vega 8,0,65,FALSE,TRUE,Boxed,14 nm,FALSE,AMD Ryzen 3 2200G 3.5 GHz 4-Core AM4,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen,Raven Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,None,64,72,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E3 1230 V6 3.5 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.1,3.8,2,20,None,0,150,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2687W 3.1 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,12,3.5,4.5,3,32,None,128,65,TRUE,FALSE,OEM/Tray,7 nm,TRUE,AMD Ryzen 5 5600T 3.5 GHz 6-Core AM4 OEM/Tray,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Vermeer,AM4,DDR4,,,,,,,,,,,,,,,,,,
2,2,2,3.2,3.4,1,0,AMD Radeon HD 7480D,0,65,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD A4 A4-4020 3.2 GHz 2-Core FM2 OEM/Tray,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
6,6,12,2.9,4.3,5,12,None,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i5 10400F 2.9 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Comet Lake,Comet Lake,LGA 1200,,Intel Core i5-10400F,,,,,,,,,,,,,,,,,
20,,20,2.4,5.3,36,30,None,256,65,FALSE,TRUE,Boxed,3 nm,FALSE,Intel Core Ultra 7 265F 2.4 GHz 20-Core LGA1851,Intel,Intel Core Ultra 7,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA 1851,DDR5,BX80768265F dup,1.8,4.6,,,,,,,,,,,,,,,
32,32,64,3,4.2,512,64,None,,250,FALSE,FALSE,Boxed,12 nm,TRUE,AMD Ryzen Threadripper 2990WX,AMD,,AMD Ryzen Threadripper,Zen+,Colfax,TR4,DDR4,116580,,,,,"96 KB (per core),32 x 64 KB,32 x 32 KB",,,,4,2018,,,,,AMD,,
10,,20,3.3,4.2,,16.5,None,128,165,FALSE,FALSE,,14 nm,TRUE,"Intel Core i9-9820X X-series Processor (16.5M Cache, up to 4.20 GHz)",,,Intel Core i9,Skylake-X,Skylake-X,LGA 2066,DDR4,,,,,,,,,,4,2018,,,,,,,
4,4,8,2.9,3.8,1,8,Intel HD Graphics 630,64,35,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 7700T 2.9 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA 1151,,SR339,,,,,,,,,,,,,,,,,
4,4,4,2.8,3.7,1,6,Intel HD Graphics 630,64,35,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 7600T 2.8 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,3.8,5,15,None,0,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 6850K 3.6 GHz 6-Core LGA2011-3,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
6,6,6,2.9,4.1,5,9,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 9400 2.9 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,984507,,,,,,,,,,,,,,,,,
4,4,4,3.6,3.9,4,0,AMD Radeon R7 (on-die),0,95,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A8 7670K 3.6 GHz 4-Core FM2+,AMD,AMD A8,AMD A8,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
6,6,12,3.5,4.4,3,32,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5600 3.5 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen 5 5600,,,,,,,,,,,6510772,,,,,,
6,6,12,3.5,4.5,3,32,None,128,65,TRUE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5600T 3.5 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Vermeer,AM4,DDR4,5600T,,,,,,,,,,,,100-100001584BOX,,,,,
6,6,12,2.6,3.1,5,15,None,0,80,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2630 V2 2.6 GHz 6-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,16,1.9,2.4,2,20,None,384,95,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2440V2 1.9 GHz 8-Core LGA1356,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EN,LGA 1356,,,,,,,,,,,,,,,,,,,
4,4,4,3.2,3.6,2,0,None,0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD Athlon X4 940 3.2 GHz 4-Core AM4 OEM/Tray,AMD,AMD Athlon X4,AMD Athlon X4,Excavator,Bristol Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.8,2,0,None,,65,FALSE,FALSE,Boxed,28 nm,TRUE,AMD Athlon X4 950,,,Athlon,Bristol Ridge,Bristol Ridge,AM4,DDR4,B961020,,,,0,"320 KB instruction, 96 KB data (shared per 2 cores)",,,,2,2017,,,,,,,
16,16,32,4.2,5.7,16,128,AMD Radeon,0,120,TRUE,FALSE,Boxed,5 nm,TRUE,AMD EPYC 4584PX 4.2 GHz 16-Core AM5,AMD,AMD EPYC,AMD EPYC,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
10,10,20,2.2,3,5,25,None,0,95,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2660 V2 2.2 GHz 10-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
2,2,2,3.5,3.9,1,0,AMD Radeon R5 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A6 A6-7400K 3.5 GHz 2-Core FM2+,AMD,AMD A6,AMD A6,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
10,10,20,3.7,4.7,10,25,None,256,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 10900X 3.7 GHz 10-Core,Intel,Intel Core i9,Intel Core i9,Cascade Lake,Cascade Lake-X,LGA 2066,,,,,,,,,,,,,6387660,,,,,,
6,6,6,2.9,4.1,5,9,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9400 2.9 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.9,4.5,4,32,None,128,105,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 7 3800X 3.9 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 2,Matisse,AM4,DDR4,100-100000025BOX,,,,,,,,,,,6356636,Ryzen 7 3800X,,,,,
14,,20,3.5,5.3,20,24,None,192,125,TRUE,FALSE,Boxed,7 nm,TRUE,Intel Core i5 14600KF 3.5 GHz 14-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,2.6,4,DDR4,,,,,,,,6560424,,,,,,
4,4,8,3.7,4.1,1,8,None,64,72,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1240 V6 3.7 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.7,4.4,1,8,None,64,62,TRUE,TRUE,Boxed,14 nm,FALSE,Intel Core i3 9320 3.7 GHz 4-Core LGA1151,Intel,Intel Core i3,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,2.5,5.2,4,16,None,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i9 11900F 2.5 GHz 8-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,4,4,4.6,1,8,Intel HD Graphics 630,64,91,TRUE,FALSE,Boxed,14 nm,FALSE,Intel Core i3 9350K 4 GHz 4-Core LGA1151,Intel,Intel Core i3,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
16,16,32,3.3,4.8,8,64,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 9 5900XT 3.3 GHz 16-Core AM4,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen・・｢ 9 5900XT,,,,,,,,,,,6589133,,,,,,
10,10,20,3.1,3.5,5,25,None,0,160,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2687W V3 3.1 GHz 10-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
10,10,20,3.3,4.5,10,75,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 7900X 3.3 GHz 10-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,5,2,16,None,128,95,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 9900KF 3.6 GHz 8-Core LGA1151,Intel,Intel Core i9,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,6368066,,,,,,
4,4,4,3.9,4.1,4,0,None,0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD Athlon X4 870K 3.9 GHz 4-Core FM2+,AMD,AMD Athlon X4,AMD Athlon X4,Steamroller,Godavari,FM2+,,HB30C3A1CFS,,,,,,,,,,,,Black,,,,B960956,
16,,24,2.4,5.1,14,30,Intel UHD Graphics 770,128,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i9 12900 2.4 GHz 16-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Alder Lake,Alder Lake,LGA 1700,DDR5,,1.8,3.8,DDR4,,,,,,,,,,,,,,
4,4,4,2.2,2.8,1,6,Intel HD Graphics 530,64,35,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 6400T 2.2 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
16,0,32,2.8,4.2,1,22,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9-7960X X-series Processor,,,Core i9,Skylake-X,,LGA 2066,DDR4,,,,,0,64 KB (per core),0,0,0,4,2017,,,,,,,
6,6,12,3.3,4.4,3,96,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 5 5600X3D 3.3 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Vermeer-X,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.7,2,16,None,0,65,FALSE,TRUE,Boxed,14 nm,TRUE,AMD Ryzen 5 1500X 3.5 GHz 4-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen,Summit Ridge,AM4,DDR4,116737,,,,,,,,,,,,,,,,,
4,4,4,4,4.2,4,4,None,0,95,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX FX-4320 4 GHz 4-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
4,4,4,4,4.6,1,8,None,64,91,TRUE,FALSE,Boxed,14 nm,FALSE,Intel Core i3 9350KF 4 GHz 4-Core LGA1151,Intel,Intel Core i3,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.6,1,10,None,0,140,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 1620 V3 3.5 GHz 4-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.3,3.7,1,6,Intel HD Graphics 4600,0,84,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4590 3.3 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,FBA_BX80646I54590,,,,,,,,,,,,,,,,,
4,4,8,3.7,4.1,1,8,Intel HD Graphics P630,64,73,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E3 1245 V6 3.7 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
10,10,20,2.3,3,5,25,None,0,105,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2650 V3 2.3 GHz 10-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,0,4,4,0,1,8,Intel UHD Graphics 630,64,91,TRUE,FALSE,,14 nm,FALSE,Intel Core i3-8350K,,,Core i3,Coffee Lake,Coffee Lake-S,LGA 1151,DDR4,,0,0,,0,"4 x 32 KB instruction caches, 4 x 32 KB data caches",350,1150,0,2,2017,,,,,,,
4,4,8,4,4.9,1,8,Intel HD Graphics P630,128,83,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E 2274G 4 GHz 4-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,0,8,4,4.2,8,8,None,0,125,FALSE,TRUE,Boxed,32 nm,FALSE,AMD FX-8350,,,FX,Vishera,,AM3+,DDR3,,0,0,,0,"8 x 16 KB data caches, 4 x 64 KB instruction caches",0,0,0,2,2012,,,,,,,
16,,32,4.5,5.4,16,64,,,350,TRUE,FALSE,Boxed,"TSMC 4nm FinFET, TSMC 6nm FinFET",TRUE,AMD Ryzen Threadripper PRO 9955WX,AMD,AMD Ryzen Threadripper PRO 9000 WX-Series,AMD Ryzen Threadripper PRO 9000 WX-Series,Zen 5,Shimada Peak,sTR5,DDR5,100-100000725WOF,,,,,1280 KB,,,,8,,,,PRO 9955WX,,,,
8,0,16,3.6,5,2,16,Intel UHD Graphics 630,128,95,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9-9900K,Intel,Core i9,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,DDR4,BX80684I99900KSRG19,0,0,,0,"8 x 32 kB Instruction, 8 x 32 kB Data",350,1.2,0,2,2018,,,K,,,,
8,8,16,3,3.5,2,20,None,64,140,FALSE,FALSE,OEM/Tray,22 nm,TRUE,Intel Core i7 Extreme 5960X 3 GHz 8-Core LGA2011-3 OEM/Tray,Intel,Intel Core i7 Extreme,Intel Core i7 Extreme,Haswell,Haswell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
2,0,4,3.5,0,1,4,AMD Radeon Vega 3,64,35,TRUE,FALSE,Boxed,14 nm,TRUE,AMD Athlon 240GE,AMD,,Athlon,Zen,23,AM4,DDR4,YD220GC6FBBOX,0,0,,0,"2 x 64 KB instruction caches, 2 x 32 KB data caches",0,1000,192,2,2018,,,,,AMD,,
4,4,8,3.4,3.8,1,8,None,0,80,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3 1240 V3 3.4 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
14,,20,3.5,5.1,20,24,None,192,125,FALSE,FALSE,Boxed,10 nm,TRUE,Intel Core i5 13600KF 3.5 GHz 14-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake,Raptor Lake,LGA 1700,DDR5,BX8071513600KF,2.6,3.9,DDR4,,,,,,,,6521198,i5-13600KF,,,,,
2,2,2,3,3.4,1,0,AMD Radeon R5 (on-die),0,35,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A-Series A6 9500E 3.0 GHz 2-Core AM4,AMD,AMD A6,AMD A6,Excavator,Bristol Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
16,,24,3.2,5.2,14,30,Intel UHD Graphics 770,128,125,FALSE,FALSE,Boxed,10 nm,TRUE,Intel Core i9 12900K 3.2 GHz 16-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Alder Lake,Alder Lake,LGA 1700,DDR5,,2.4,3.9,DDR4,,,,,,,,6483663,,,,,,
6,6,12,3.9,4.9,3,12,Intel UHD Graphics 750,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i5 11600K 3.9 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA 1200,,i5-11600K,,,,,,,,,,,6452220,,,,,,
16,16,32,3.1,4.4,16,22,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 9960X 3.1 GHz 16-Core LGA2066 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,4,4.4,1,8,Intel HD Graphics 4600,0,88,FALSE,TRUE,Boxed,22 nm,TRUE,Intel Core i7 4790K 4 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,4,3.3,3.7,1,8,Intel HD Graphics P630,64,73,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Xeon E3 1225 V6 3.3 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.9,4,0,AMD Radeon R7 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A10 A10-7800 3.5 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
4,4,4,3.4,3.8,1,6,Intel HD Graphics 630,64,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 7500 3.4 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,5.3,8,32,AMD Radeon,128,65,TRUE,FALSE,OEM/Tray,5 nm,TRUE,AMD Ryzen 7 7700 3.6 GHz 8-Core AM5 OEM/Tray,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
8,8,16,3.6,5.3,8,32,AMD Radeon,128,65,TRUE,TRUE,Boxed,5 nm,TRUE,AMD Ryzen 7 7700 3.6 GHz 8-Core AM5,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 4,Raphael,AM5,DDR5,100-00000592BOX,,,,,,,,,,,6530447,,,,,,
8,8,16,3800,4700,512,32,None,,105,FALSE,FALSE,Boxed,7nm,TRUE,AMD Ryzen 7 3800XT,,,AMD Ryzen 7,Zen 2,Matisse 2,AM4,DDR4,100-100000279WOF,,,,,64 KB (per core),,,,2,2020,6422511,,,,,,
4,4,8,3.5,3.9,1,8,None,0,80,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E3 1270 V3 3.5 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,3.4,3.6,5,15,None,0,140,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 6800K Core 3.4 GHz 6-Core LGA2011-3 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
6,6,6,2.9,4.1,5,9,None,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9400F 2.9 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,4.3,5,6,16,AMD Radeon 760M,0,65,FALSE,TRUE,Boxed,4 nm,TRUE,AMD Ryzen 5 8600G 4.3 GHz 6-Core AM5,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 4,Phoenix 1,AM5,DDR5,AMD Ryzen・・｢ 5 8600G,,,,,,,,,,,,Ryzen 5 8600G,,,,,
8,8,8,4.7,5,8,8,None,0,220,FALSE,TRUE,Boxed,32 nm,FALSE,AMD FX 9590 4.7 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
32,32,64,3,4.2,16,64,None,1024,250,TRUE,FALSE,Boxed,12 nm,TRUE,AMD Threadripper 2990 WX 3.0 GHz 32-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,,,,,,,,,,,,,,,,,,
6,6,6,3,4.1,5,9,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 8500 3 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
16,16,32,3.4,4,8,32,None,1024,180,TRUE,FALSE,Boxed,14 nm,TRUE,AMD Threadripper 1950X 3.4 GHz 16-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen,Whitehaven,TR4,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4.8,5,12,Intel HD Graphics P630,128,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2246G 3.6 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,8,3.2,4.1,8,8,None,0,95,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX 8140 3.2 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Bulldozer,Zambezi,AM3+,,,,,,,,,,,,,,,,,,,
6,6,12,3.2,4.6,5,12,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i7 8700 3.2 GHz 6-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.8,4.5,1,8,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10305 3.8 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
8,8,8,3,4.7,2,12,None,128,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i7 9700F 3.0 GHz 8-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.3,4.5,5,12,None,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2136 3.3 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
2,0,4,3.9,0,2,4,Intel UHD Graphics 630,64,54,TRUE,FALSE,,14 nm,TRUE,Intel Pentium Gold G5600,Intel,,Pentium Dual-Core,Coffee Lake,,LGA 1151,DDR4,,0,0,,0,"2 x 32 KB, 2 x 32 KB",350,1100,0,2,2018,,,,,Intel,,
8,8,16,2.2,2.6,2,16,None,0,95,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 4620 2.2 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,6,3.6,4.3,5,9,Intel UHD Graphics 630,128,95,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 8600K 3.6 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,2.4,3,1,6,Intel HD Graphics 630,64,35,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 7400T 2.4 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,2.7,3.3,1,6,Intel HD Graphics 530,64,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 6400 2.7 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,BX80662I56400,,,,,,,,,,,,,,,,,
